Water temperature,Dissolved oxygen,Ammonium,Nitrites,Nitrates,Orthophosphate-phosphorus,Total phosphorus,Sodium,Potassium,Calcium,Magnesium,Chlorides,Sulphates,Iron,Manganese,Zinc,Copper,Chromium,Lead,Cadmium,Mercury,Nickel,Arsenic,Biochemical Oxygen,Chemical Oxygen Demand (Cr),Chemical Oxygen Demand (Mn),AOX,Atrazine,Cesium,Macrozoobenthos,Total coliforms,Fecal coliforms,"p,p-DDT",gamma-Hexachlorocyclohexane,Bicarbonates,Anionic active surfactants,Total extractable matter,Fecal streptococci ,PAHs,Petroleum hydrocarbons,"Benzo(g,h,i)perylene",Fluoranthene,PCB 52,PCB 153,PCB 101,Benzo(b)fluoranthene,"Indeno(1,2,3-c,d)pyrene",PCB 28,Benzo(k)fluoranthene,Benzo(a)pyrene,PCB 180,PCB 138,Silica (SiO2),alpha-Hexachlorocyclohexane,Dieldrin,"p,p-DDE",Heptachlor,Endosulfan (alpha),Endrin,Oxygen saturation,beta-Hexaxchlorocyclohexane,Aldrin,"p,p-DDD",Total hardness,Endosulfan (beta),Heptachloroepoxide,Total dissolved salts,Methoxychlor,Simazine,Alachlor,Metolachlor,Total nitrogen,Carbonates,Tetrachloromethane,Sulfides,Selenium,Barium,Total organic carbon,Cyanides,Acenaphthene,Isodrin,Acenaphthylene,Benzo(a)anthracene,Pyrene,Hexachlorobenzene,"1,2,4-Trichlorobenzene",Pentachlorobenzene,Naphthalene,Phenanthrene,"1,2,3-Trichlorobenzene",Anthracene,Chrysene,Aluminium,Dissolved organic carbon,Dissolved silicates,Organic nitrogen,Fluorene,PCB 118,Trifluralin,Inorganic nitrogen,Boron,Berilium,Chlorodinine,AGOC-3A,Methylosmoline,Total dissolved phosphorus
20,9.25,0.1678,0.0292,1.7447,0.0183,0.062,,,53.95,16.29,29.8,,,0,,,,,,,,,2.54,23.4,,,,,,4.9,0.14,,,,,,0.034,,16,,,,,,,,,,,,,,,,,,,,100.5,,,,,,,278,,,,,2.32,,,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8.18,0.155,0.034,3.57,0.047,0.093,,,,,20.66,44.6,,,,,,,,,,,3,17.43,3.1,,,,,,,,,199.47,,,,,,,,,,,,,,,,,,,,,,,,,89.1,,,,4.46,,,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.331,0.082,1.814,0.121,0.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,8.9,0.1033,0.0158,1.478,0.0574,0.063,15.9,2.7,53.95,18.73,24.3,45.96,,0,,,,,,,,,0,23.4,3.75,,,,,,,,,,0,,,,18,,,,,,,,,,,,,,,,,,,,90.63,,,,,,,293,,,,,1.92,,,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.5,8.3,0.0622,0.0143,1.3085,0.0355,0.043,14.8,2.6,53.95,16.29,23,46.08,,0,,,,,,,,,2.6,23.4,3.43,,,,,,,,,,0,,,,12,,,,,,,,,,,,,,,,,,,,85.47,,,,,,,290,,,,,1.66,,,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8.32,0.296,0.028,0.46,0.041,0.086,,,39.82,6.29,17.51,32.996,0.051,0.038,38,0,22,0,0,,0,,1.85,33.41,11.87,,0,,,,,0.0025,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,,,,,,,,,,,,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9.4,0,0.021,0.9,0.027,0.119,,,31.3,8.4,8,,,,5,3.2,0,0.5,0.25,0,0,0,1.8,0,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6,,,,,,,,,,,,,,,,,,,1.398,,,,,,,,,,,,,,,,,,,,,,,,0.46,,,,,,,,,,
18,7.97,0.1787,0.021,1.6317,0.0799,0.089,,,,,,,,,,,,,,,,,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.78,,,,,,,,,,,,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,8.7,0.069,0.027,1.152,0.084,0.115,,,,,17.54,30.62,,,80.5,0,0,0,0.88,0.04,0,0,3.4,7.68,3.88,,,,,7,0.7,,,160.84,,,0.023,,,,,,,,,,,,,,,,,,,,,,87.35,,,,3.74,,,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.91,2.658,0.054,1.001,0.074,0.103,25.4,3.9,57.53,11.52,29,44.8,0.332,0.048,34.5,32,12.9,7.8,0,0.54,52.5,0,3.4,13.7,4.6,,,,,790,4.9,,,200.08,0,,2.4,,0,,,,,,,,,,,,,9.3,,,,,,,78.2,,,,3.8,,,329,,,,,4.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7.4,0.1018,0.0432,2.4453,0.0398,0.046,21.4,3,53.95,18.73,,,,0,,,,,,,,,3.89,32.76,5.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.05,,,,,,,317,,,,,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8.42,0.1033,0.0249,1.2136,0.0147,0.033,24,3,61.6,21.16,59.5,,,0,,,,,,,,,1.57,23.4,3.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.05,,,,,,,385,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9.11,0.15,0.031,0.73,0.021,0.107,,,,,,,,,,,,,,,,,1.9,0,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09,,,,,,,,,,,,,,,,,,,,,,,,0.18,,,,,,,,,,
,5.99,0.249,0.104,1.704,0.143,0.262,,,,,150.8,,0.15,0.133,,,,,,,,,4.26,68.3,,,,,,,,,,197.6,0,,,,,,,,,,,,,,,,,,,,,,,,68.38,,,,,,,657.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7.32,0.2517,0.0438,2.0408,0.0179,0.09,,,,,,,,,,,,,,,,,3.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.42,,,,,,,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8.36,0.1725,0.028,1.182,0.1027,0.111,,,,,,,,,,,,,,,,,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.42,,,,,,,,,,,,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,8.24,0.3753,0.0182,1.9007,0.1301,0.157,,,53.95,23.35,20.9,,,,,,,,,,,,1.9,24.8,3.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.35,,,,,,,251,,,,,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,7.6,0.1608,0.0271,1.6679,0.059,0.074,,,53.95,14.11,27.8,14.29,,,4,5.5,2.3,2,0.11,0.065,1.3,1.6,2.2,24.8,4.08,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261,,,,,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,7.2,0.0591,0.0334,1.5526,0.074,0.092,,,53.95,14.11,25.7,16.43,,,,,,,,,,,4.1,29.76,4.42,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269,,,,,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7.2,0.288,0.06,0.94,0.145,0.293,,,33.9,7.5,9.4,,,,12,6.7,1.9,1.6,0.25,,1.7,0,3.4,11,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2,,,,,,,,,,,,,,,,,,,1.31,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
23,7.15,0.094,0.037,1.017,0.063,0.093,,,,,16.47,35.31,,0,45.8,1.89,0,0,1.273,0.167,0,0,3,11.71,5.68,,,,,9.2,0.79,,,160.43,,,0.027,,,,,,,,,,,,,,,,,,,,,,89.61,,,,3.34,,,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7.76,0.117,0.023,0.608,0,0.089,,,59.63,11.3,74.09,42.603,0.05,0,0,0,0,0,0,,0,,1.48,42.6,12.71,,0,,,,,0.0025,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,,,,,,,,,,,,2.452,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.66,2.31,0.042,1.17,0.066,0.092,26.4,4.7,55.79,11.52,32.8,45.8,0.287,0.061,20.6,16.7,17.3,2.6,0,0.17,4.1,2.7,4.46,15.8,5.95,,,,,790,3.3,,,187.5,0,,0.79,,0,,,,,,,,,,,,,7.7,,,,,,,71,,,,3.72,,,268,,,,,4.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,7.91,0.3054,0.007,1.6475,0.0991,0.113,,,,,,,,,,,,,,,,,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,,,,,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8.2,0.065,0.04,0.94,0.058,0.149,,,,,,,,,,,,,,,,,1.4,12,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,
22,8.73,0.0692,0.0091,1.5594,0.0812,0.117,,,57.81,11.67,26.41,,,,,,,,,,,,2.54,29.23,4.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252,,,,,1.94,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.93,0.284,0.157,3.046,0.03,0.07,,,,,,,,,,,,,,,,,1.5,51.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.61,,,,,,,479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8.9,0.066,0.049,1.65,0.114,0.221,,,,,,,,,,,,,,,,,1.8,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,
22,6.9,0.2284,0.0246,1.0012,0,0.08,,,53.95,14.03,20.6,29.33,,,,,,,,,,,1.8,29.23,4.94,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,6.9,0.0451,0.0158,1.0464,0.0251,0.106,,,50.1,16.36,20.9,23.49,,,,,,,,,,,1.7,24.36,3.91,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252,,,,,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,6.71,0.094,0.03,0.9,0.069,0.088,17,3,64.12,9.7,20.05,35.61,0.15,0,55.2,5.283,1.973,0,0.6575,0.048,0,0,3,9.76,4.89,,,,,10.9,0.79,,,180.56,,,0.027,,,,,,,,,,,,,,,,,,,,,,84.04,,,,4.02,,,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.17,0.38,0.003,0.7752,0,0.297,,,61.65,11.69,28.4,,,,,,,,,,,,3.71,29.23,4.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310,,,,,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.14,0.1624,0.0055,0.7526,0.0401,0.119,,,77.07,21.03,20.3,,,,,,,,,,,,3.89,43.85,6.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8.88,0.105,0.025,0.558,0.053,0.158,,,43.35,26.283,84.87,51.627,0.037,0,0,0,20,0,0,,0,,2.15,29.76,16.96,,0,,,,,0.0025,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488,,,,,,,,,,,,3.001,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.71,0.863,0.168,2.077,0.024,0.18,,,,,153.3,,0.34,0.29,,,,,,,,,8.42,54.4,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,69.21,,,,,,,610.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7.7,0.035,0.037,0.59,0,0.022,,,33.2,6.3,8.1,,,,5,2.7,0,0.5,0.25,0,0,0,,0,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8,,,,,,,,,,,,,,,,,,,1.14,,,,,,,,,,,,,,,,,,,,,,,,0.47,,,,,,,,,,
,6.26,0.3644,0.004,0.8091,0,0.412,,,,,,,,,,,,,,,,,3.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.39,0.1826,0.0061,0.8068,0.01,0.131,,,,,,,,,,,,,,,,,3.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.82,1.81,0.051,0,0.084,0.118,27.6,5.4,61.07,12.21,28.6,50.9,0.417,0.057,12.7,14.3,13.5,3.7,0,0.18,4.9,2.7,5.1,17.8,6.72,,,,,240,4.9,,,212.3,0,,1.4,,0,,,,,,,,,,,,,10.3,,,,,,,74.6,,,,4.4,,,299,,,,,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.31,0.2991,0.0225,0.5085,0.0274,0.086,,,53.95,21.15,50.19,36.82,,,,,,,,,,,3.56,28.08,4.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.44,0,0.1152,0.6735,0.0411,0.095,,,57.81,23.34,35.85,30.11,,,,,,,,,,,3.34,32.76,5.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.55,0.0622,0.0334,2.1628,0.0385,0.098,,,,,,,,,,,,,,,,,3.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.73,0.3061,0.1262,3.9279,0.0551,0.11,,,,,,,,,,,,,,,,,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,7.65,0.1943,0.0073,1.3085,0.01,0.093,,,,,,,,,,,,,,,,,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.5,7.67,0.2137,0.0131,1.3515,0.0287,0.106,17.9,3.1,57.6,18.6,28.4,,,,,,,,,,,,2.46,18.72,4.16,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,264,,,,,1.88,,,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.67,0.149,0.031,1.515,0.036,0.101,,,,,,,,,,,,,,,,,8.58,58.4,,,,,2.33,,,,,259.9,,,,,,,,,,,,,,,,,,,,,,,,,65.32,,,,,,,665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8.2,0,0.02,0.9,0.057,0.07,,,33.7,8.3,7.2,,,,5,1.4,0,0.5,0.25,0,0,1.6,,11,2.4,,,,,,,,0,,,,,,,,,,,,,,,,,,,14.1,,,,,,,,,,,,,,,,,,,1.11,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,,,,,,,,
,8.84,0,0.011,0.462,0.045,0.161,,,73.36,5.5,80.37,52.515,0.049,0,0,0,17,0,0,,0,,2.97,23,3.2,,0,,,,,0.0025,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388,,,,,1.9614,,,,,,,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,7.11,0.0342,0.0465,1.591,0.0509,0.079,,,,,29.11,,,,,,,,,,,,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,6.74,0.06,0.014,1.356,0.067,0.095,18,3,65.76,18.43,21.12,35.73,0.162,0,63.54,9.404,3.007,0,0,0.033,0,0,3,10.24,4.84,,,,,14.1,0.94,,,167.75,,,0.022,,,,,,,,,,,,,,,,,,,,,,81.78,,,,4.84,,,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.1,1.736,0.042,1.075,0.072,0.101,25.3,4.7,60.02,12,27.12,45.37,0.3071,0.039,25,10,18,5.8,0,0.13,12,2.3,3.7,19.4,4.8,,,,,1100,4,,,208.62,0,,1.7,,0,,,,,,,,,,,,,6.9,,,,,,,64,,,,4,,,287,,,,,3.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7.86,0.0365,0.0131,0.8407,0,0.022,19.3,3.8,57.8,18.6,42.6,,,0,,,,,,,,,4.74,46.8,10.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,,,,,1.07,,,0.021,,22,,,,,,,,,,,,,,,,,,,,,,,,33,0,,,,
,6.67,0,0.0094,0.6057,0.0101,0.05,18.5,4,53.6,23.2,35.5,,,0,,,,,,,,,5.92,74.88,15.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313,,,,,1,,,0.015,,21,,,,,,,,,,,,,,,,,,,,,,,,38,0,,,,
,8.4,0,0.011,0.57,0.045,0.105,,,,,,,,,,,,,,,,,1.5,10,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,,,,,,,,
,,0.141,0.062,1.579,0.098,0.159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,8.35,0.2409,0.007,1.7357,0.0222,0.103,18.5,2.4,57.6,20.8,29.1,,,,,,,,,,,,1.61,23.4,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271,,,,,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.4,6.44,0,0.0432,1.5368,0.0652,0.11,,,49.6,21,26.4,,,,,,,,,,,,2.13,28.08,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266,,,,,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.5,7.51,0,0.0207,1.4645,0.0603,0.095,,,46,18.6,26.4,,,,,,,,,,,,2.19,28.08,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269,,,,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7.28,0.119,0.119,2.168,0.093,0.19,,,,,141,,0.31,0.308,,,,,,,,,1.5,50.11,,,,,2.43,,,,,266.6,0,,,,,,,,,,,,,,,,,,,,,,,,79.3,,,,,,,586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,8,0.202,0.0073,1.0712,0.0691,0.251,17.2,3.4,56.4,18.2,42.6,,,,,,,,,,,,0,23.4,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296,,,,,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.058,0.021,3.046,0.151,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,0.2626,0.0131,1.13,0.06,0.381,,,,,35.5,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289,,,,,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11.4,0.054,0.012,0.561,0.021,0.253,,,54.42,6.12,39.06,47.7,0.045,0,0,0,29,0,0,,0,,3.27,14,5.714,,0,,,,,0.0025,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328,,,,,,,,,,,,2.185,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9.7,0,0.014,0.4,0.02,0.067,,,27,6.1,5.4,,,,5,1.5,0,0.5,0.25,0,0,1.3,2,0,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,,,,,,,,
17.9,7.68,0.092,0.017,1.288,0.061,0.097,20,2,45.34,21.34,21.2,25.45,0.345,0,67.74,3.142,2.935,3.821,0,0.033,0,0,3,11.17,3.55,,,,,9.4,0.79,,,176.9,,,0.014,,,,,,,,,,,,,,,,,,,,,,80.8,,,,4.04,,,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,8.8,0,0.0152,1.5865,0.0567,0.086,18.7,3.6,52.75,13.86,,,,,,,,,,,,,0,23.4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,,,,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8.9,0.08,0.02,0.96,0.126,0.252,,,,,,,,,,,,,,,,,1.4,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,
16,8.43,0.0917,0.0073,1.7357,0.0776,0.115,,,56.51,15.81,27.08,,,0,,,,,,,,,1.17,18.72,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315,,,,,2.19,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,35,0,,,,
,9.55,0.0396,0.0131,1.5639,0.01,0.057,21.3,2.9,60,20.6,49.7,,,0,,,,,,,,,1.65,23.4,4.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431,,,,,1.93,,,0.015,,35,,,,,,,,,,,,,,,,,,,,,,,,39,0,,,,
,8.13,0.042,0.0119,1.1797,0.017,0.073,18.3,2.8,56.4,20.4,35.5,,,0,,,,,,,,,1.23,28.08,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289,,,,,1.47,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,29,0,,,,
,,1.364,0.075,1.965,0.268,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.0412,0.0261,1.4803,0.0567,0.157,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.0528,0.0225,1.2001,0.0632,0.158,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.2,9.3,0.0319,0.0304,1.7831,0.0551,0.093,17.5,3.3,44.8,22.8,25.73,,,0,,,,,,,,,0,23.4,3.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296,,,,,2.2,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,35,0,,,,
13.3,8.7,0,0.0255,1.1865,0.0574,0.095,16,3.2,44.8,20.6,27.08,,,0,,,,,,,,,1,23.4,3.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289,,,,,1.46,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,38,0,,,,
,7.89,0.241,0.037,2.309,0.193,0.302,,,,,,,,,,,,,,,,,3.2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.84,,,,,,,693.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10.1,0.035,0.037,0.73,0.047,0.095,,,,,,,,,,,,,,,,,1.7,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12,,,,,,,,,,,,,,,,,,,,,,,,0.31,,,,,,,,,,
,11.21,0.036,0.016,0.832,0.013,0.071,,,40.36,9.23,59.56,46.6,0.037,0,0,19.23,18,2.06,0.2,,3.71,,2.3,25.75,4,,0,,,,,0.0025,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566,,,,,4.165,,,,,,,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9.5,0.34,0.051,0.85,0.043,0.114,,,36.1,9,13.8,,,,5,3.1,0,0.5,0.25,0,0,0,2.6,12,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,,,,,,,,,,,,,,,,,,,1.28,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,
13.5,9.29,0.0839,0.01,1.7605,0.0554,0.084,,,,,18.86,,,,,,,,,,,,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.34,1.962,0.045,1.274,0.099,0.139,27.1,5.4,64.05,12.81,26.37,49.8,0.234,0.033,27,14,17,5.8,0,0.45,10,3,5.2,16.5,,,,,,340,13,,,226.49,0,,1.3,,0,,,,,,,,,,,,,,,,,,,,65,,,,4.3,,,307,,,,,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10.14,0.3023,0.0179,1.7018,0.01,0.056,,,,,71,,,,,,,,,,,,6.4,37.44,6.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458,,,,,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9.08,0.1849,0.0234,1.3515,0.0235,0.059,38.5,8.2,,,78.1,,,,,,,,,,,,2.18,46.8,9.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502,,,,,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,0.069,0.006,1.17,0,0.21,20,3,62.21,18.43,23.87,42.14,0.21,0,89.58,3.51,0,0,0.54,0,0,0,3,9,3.67,,,,,5.42,0.4,,,209.84,,,0.023,,,,,,,,,,,,,,,,,,,,,,80.42,,,,4.62,,,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9.12,0.2828,0.0289,1.6498,0.01,0.046,,,,,32.3,,,,,,,,,,,,5.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
